Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Visitor.Banter	O cachorro do vizinho mijou no meu jardim de novo.	Der Nachbarhund macht wieder auf unseren Rasen.	Le chien des voisins a encore pissé sur la pelouse.	Los perros del vecino han vuelto a entrar en el jardín.	Соседские собаки опять обосрали наш газон	Il cane dei vicini ha di nuovo usato il nostro prato	隔壁的狗又在用我们的草坪了	お隣さんの犬がまた、 うちの庭でウンコしやがった			
&Text.NPC.MedicCarrying	Esse de novo?	Der schon wieder?	Encore celui-là ?	¿Otra vez este?	Снова он?	Di nuovo?	又是这家伙？	またこいつか？			
&Text.Guards.Gym	Quero ver jorrar suor.	Der Schweiß muss fließen.	Je veux voir la sueur couler.	Quiero ver cómo chorreáis sudor.	"Я хочу, чтобы пот лился ручьями"	Voglio vedervi grondare	我想看到汗如雨下	したたり落ちる汗が見たい			
&Text.Inmates.GuardBanter	A parte complicada é manter meu cassetete no coldre...	"Der schwierige Teil ist, meinen Schlagstock steckenzulassen ..."	"Le plus dur, c'est de garder ma matraque dans l'étui..."	Lo complicado es mantener mi porra en su funda...	Мне все сложнее удерживать дубинку в чехле...	La parte difficile è riuscire a tenere il manganello nel fodero...	困难的部分是不把我的警棍从皮套里拔出来……	つい警棒を手に取っちまう …			
&Text.Visitor.Banter	O canário morreu.	Der Sittich ist tot.	L'oiseau est mort.	El periquito ha muerto.	Птичка сдохла	Il canarino è morto	鹦鹉死了	インコが死んだよ			
&Text.Player.TunnelSupport	O túnel precisa de um Suporte de Madeira!	Der Tunnel braucht eine Befestigung!	On doit renforcer le tunnel !	¡El túnel necesita apoyo!	Нужна дополнительная опора для тоннеля!	Il tunnel ha bisogno di altro sostegno!	隧道需要木材支架！	トンネルを添え木で支えないと！			
&Text.Guards.EscapeAttempt	O diretor vai adorar isso.	Der Wächter wird davon hören.	Le directeur le saura.	El alcaide se enterará de esto.	Надзиратель об этом узнает	Il direttore lo verrà a sapere	我要告诉典狱长	このことは所長に伝えとく			
&Text.Guards.MaxPrisonAlertness	O diretor näo ficará feliz.	Der Wächter wird NICHT froh sein.	Ça ne plaira PAS au directeur.	El alcaide NO estará contento.	Надзирателю это не понравится	Il direttore NON sarà felice	典狱长不会高兴的	所長に大目玉を食らうぞ…			
&Text.NPC.MedicCarrying	Sem condiçöes...	Der Zustand von dem ...	Sacrément amoché...	Vaya condiciones....	Состояние этого...	Guarda in che stato è...	这家伙的状态……	この状態は…			
&Text.Visitor.BanterJoin	Como resultado...	Deshalb ...	Et suite à ça...	Como resultado...	И в результате...	E quindi...	因为那件事……	その結果…			
&Text.NPC.Medic	Desinfete esta sala agora!	Desinfiziert das hier sofort!	Désinfectez cet endroit !	¡Limpiad este sitio ahora mismo!	Дезинфицируйте это место!	Disinfettate questo posto!	立刻把这个地方打扫干净！ 	ただちに施設を消毒しろ！			
&Text.Visitor.Banter	As contas bancárias foram zeradas.	Die Bankkonten sind leer.	Les comptes en banque ont été vidés.	Las cuentas han sido vaciadas.	Банковские счета подчищены	I conti in banca sono stati ripuliti	银行账户被清空了	銀行口座がすっからかんだ			
&Text.NPC.MedicCarrying	É um machucado muito feio.	Die Beule ist übel.	C'est un vilain coup.	Es un moretón muy feo.	Ужасный синяк	Che brutta ferita	那处瘀伤挺严重的	えぐい傷だ…			
&Text.Inmate.Snitch.Prison	Este lugar está caindo aos pedaços!	Die Bude geht in die Binsen!	Cet endroit tombe en ruines !	¡Este antro se cae a pedazos!	Тюряга трещит по швам!	Questo posto sta cadendo a pezzi!	这地方要塌了！ 	ムショがぶっ壊されてく！			
&Text.NPC.Warden	A salvaçäo está dentro de cada um de nós.	Die Erlösung liegt in dir.	Le salut vient de soi.	La salvación está en el interior.	Спасение — внутри	La salvezza è in noi	进去就能得救	救いは塀の中にある			
&Text.Guards.Shakedown	Os seguintes idiotas teräo as celas revistadas...	Die folgenden Trottel haben einen Zellencheck gewonnen ...	Les abrutis ayant gagné une fouille de cellule sont...	Los siguientes idiotas van a ser registrados...	В конкурсе на шмон победили следующие уроды...	I seguenti imbecilli hanno vinto una perquisizione...	以下蠢货赢得了一次牢房搜查……	次に読み上げるボンクラは持ち物検査を行う …			
&Text.Inmates.FoodHall	Säo tudo preservativo, sabia?	"Die ganzen Konservierungsstoffe, weißt du?"	"C'est plein de conservateurs, tu sais !"	"Son todo conservantes, ¿sabes?"	"Здесь полно консервантов, знаешь ли!"	"Sono tutti conservanti, sai?"	这些都是防腐剂！ 	防腐剤のオンパレード！			
&Text.NPC.JobstaffBanter	As industrias carcerárias precisam de VOCÊ!	Die Gefängnisbranche braucht DICH!	Le monde carcéral a besoin de TOI !	Las industrias te necesitan.	ВЫ нужны тюремной промышленности	Il settore delle prigioni vuole TE	监狱内各行业都需要你	刑務所はキミを必要としている			
&Text.Inmates.Banter	Eles estäo me vigiando a dias.	Die glotzen mich seit Tagen an.	Ça fait des jours qu'on me mate.	Llevan días vigilándome.	Они следили за мной много дней	Sono giorni che mi fissano	他们已经盯我好几天了	ジロジロ見やがって			
&Text.Guards.Shakedown	As vítimas sortudas da revista de hoje säo...	Die glücklichen Gewinner des heutigen Zellenchecks sind ...	Les heureuses victimes de la fouille du jour sont...	Las afortunadas víctimas a registrar de hoy son...	Счастливый билет на сегодняшний обыск получают...	Le fortunate vittime delle perquisizioni di oggi sono...	今日 “有幸” 接受搜查的是……	本日机を調べられる、 幸運なクズ野郎は…			
&Text.Guards.Shakedown	Os cretinos que teräo as celas revistadas säo...	"Die Idioten, deren Zellen heute untersucht werden, sind ..."	Les crétins dont la cellule va être fouillée sont...	Los cretinos a los que vamos a registrar son...	У этих кретинов будут обысканы камеры...	Gli idioti a cui perquisiremo la cella sono...	即将迎来牢房搜查的笨蛋是……	本日房を調べられるボンクラの名前は…			
&Text.NPC.Maintenance.Idle	Ouvi os caras saindo ontem à noite - mas ninguém me convidou!	Die Jungs waren wohl gestern unterwegs – haben mich aber nicht eingeladen!	Il paraît que les autres sont sortis hier soir... J'ai pas reçu d'invit' !	"He oído que los chicos salieron anoche, ¡pero no me invitaron!"	"Я слышал, пацаны свалили прошлой ночью — правда, без меня!"	"Ho sentito che i ragazzi sono usciti ieri sera, ma non mi hanno invitato!"	我听说那些小伙子昨晚溜出去了， 不过没邀请我！ 	昨晩はみんなで遊びに行ったそうだが… 誘われなかった！			
&Text.NPC.Medic	Seu cadáver é mercadoria perigosa.	Die Leiche war eine Stolperfalle.	On aurait pu trébucher sur ce corps.	Su cadáver era mercancía peligrosa.	Он упал с большой высоты	Il suo cadavere era un ingombro	他的尸体老是把人绊倒	死体につまずく危険があった			
&Text.Guards.MaxPrisonAlertness	"Um simples toque, te deixamos no chäo."	Die leiseste Berührung zwingt dich in die Knie.	Le moindre contact te mettra à genoux.	"A la más mínima, te la llevas."	Малейшее прикосновение — и ты окажешься на коленях.	Una mossa sbagliata e ti buttiamo a terra.	轻轻一碰就能让你跪下	指一本でも触れたらぶっ飛ばす			
&Text.Guards.RollCallMain	O último que saiu da linha foi esmagado!	"Die letzte Person, die aus der Reihe tanzte, liegt flach!"	Le dernier à avoir désobéi a été pulvérisé !	¡El último que se salió de la formación fue aplastado!	"Последний, кто осмелился выйти за линию, отправился в нокаут!"	L’ultima persona che è uscita dai ranghi è stata abbattuta!	上次不守规矩的那家伙被压扁了！ 	こないだの愚か者は、 顔の形が変わるまで殴られた！			
&Text.Visitor.Banter	O vizinho descobriu que estou roubando wifi dele.	"Die Nachbarn haben herausgefunden, dass ich ihr WLAN nutze."	Mes voisins ont découvert que j'utilisais leur wi-fi.	El vecino se ha dado cuenta de que uso su wifi.	"Соседи выяснили, что я подключился к их вай фаю"	Il vicino ha scoperto che usavo il suo wi-fi	我蹭邻居家的无线网， 结果被他们发现了	お隣さんのネットを使ってんのがバレちまってさ			
&Text.Inmates.Banter	Eles chamam isso de Royale com Queijo.	Die nennen ihn Royale mit Käse.	Ils appellent ça un Cheese Royal.	La llaman una Royale con queso.	Они называют его Рояль с сыром	Lo chiamano Royale con formaggio	人们管那叫带奶酪的蛋糕饰块	ハンバーガーが食いてえなあ			
&Text.NPC.Warden	Sempre planejando algo.	Die planen immer was.	Ils préparent un coup.	Siempre planeando algo.	Вы постоянно что-то замышляете	Sempre a complottare	总是在策划着什么	いつも何かを企んでいる			
&Text.GuardAlert.Disguise	Estäo planejando alguma coisa.	Die planen was.	Ils préparent un coup.	Están planeando algo.	Они что-то замышляют	Stanno tramando qualcosa	他们在策划着什么	あいつら何か企んでやがる			
&Text.Inmates.Banter	Eles estäo planejando isso a dias.	Die verschwören sich schon seit Tagen.	Ça fait des jours que ça complote.	Llevan días planeándolo.	Они готовились много дней	Sono giorni che tramano qualcosa	他们已经策划好几天了	何日も計画を練ってたんだ			
&Text.Guards.RollCallMain	"Os guardas mandam aqui, näo os presos."	"Die Wärter sind am Drücker, nicht ihr, Knackis."	"Les gardiens dirigent cet endroit, pas les détenus."	"Los guardias dirigimos este lugar, no vosotros."	"Здесь всем заправляет охрана, а не вы, зэки"	"Sono le guardie a dettare legge, non i detenuti"	这里守卫说了算， 而不是你们罪犯	ここの支配者は囚人ではなく、 看守だ			
&Text.Inmates.MaxPrisonAlertness	Os guardas foram trocados!	Die Wärter sind durchgedreht!	Les gardiens pètent les plombs !	¡Los guardias han cambiado!	Охранники рехнулись!	Le guardie sono impazzite!	守卫生气了！ 	看守どもがブチ切れたぁ！			
&Text.Guards.Shakedown	Os idiotas que merecem ter as celas revistadas säo...	Die Zellen von folgendem Abschaum sind heute dran ...	Les vauriens à voir leur cellule fouillée sont...	Esta escoria se merece un repaso en la celda...	У этих подонков будет проведен шмон...	I seguenti scarti umani sono stati estratti...	即将搜查以下人渣的牢房……	次のウジ虫どもは持ち物を調べさせてもらう…			
&Text.Guards.EscapeAttemptDEMO	As condiçöes deste lugar säo absurdamente repugnantes!	Die Zustände hier sind völlig unzumutbar!	Cet endroit est dans un piteux état !	¡Las condiciones de este sitio son absolutamente asquerosas!	Условия здесь просто ужасающие!	Lo stato di questo posto è assolutamente indegno!	这地方的条件糟糕透顶！ 	この場所はボロボロだ、 終わってるぞ！			
&Text.NPC.Receptionist	Estes formulários nunca terminam.	Diese Formulare nehmen kein Ende.	La paperasse n'en finit pas	Este papeleo nunca termina.	Эти бланки не кончаются	Questi moduli sono infiniti	表格一张又一张	書類が次から次へと…			
&Text.NPC.Medic	Estes presos säo muito violentos!	Diese Knackis sind so brutal!	Ces détenus sont si violents !	Estos presos son muy violentos.	Эти зэки такие жестокие!	Questi galeotti sono così violenti	这些罪犯真暴力！ 	この囚人たちは狂暴すぎる！			
&Text.Guard.DamagedTile	Vândalos!	Diese Vandalen!	Ces vandales !	¡Qué gamberros...!	Эти вандалы!	Quei vandali!	那些破坏公物的家伙！ 	破壊者どもめ！			
&Text.NPC.DiscoverEscapeAttemptIgnore	O pequeno fugitivo...	"Dieser kleine, feige ..."	Quelle fouine...	La sabandija...	Подлый маленький...	Subdolo...	狡猾的小混蛋……	こそこそとまあ…			
&Text.Inmate.Snitch.Prison	Este lugar é um desastre!	Dieser Ort ist in fürchterlichem Zustand!	Cet endroit est une décharge !	¡Este lugar es un desastre!	Это место в жутком состоянии!	Questo posto è in uno stato pietoso!	这里是个绝对主义国家！ 	この場所はボロボロだぁ！			
&Text.NPC.Generic	Este lugar me dá arrepios...	Dieser Ort macht mir Angst ...	Cet endroit me fout les jetons...	Este sitio me pone los pelos de punta…	У меня от этого места мурашки...	Questo posto mi fa venire i brividi...	这地方令我毛骨悚然……	この場所はゾッとする…			
&Text.Inmates.Showers	Aquele guarda está babando por você.	Dieser Wärter steht auf dich.	Ce gardien est train de te mater.	Ese guardia babea contigo.	Этот охранник разглядывает тебя	Quella guardia ti fa delle avance	那个守卫在色眯眯地瞄你	看守がエロい目で見てんぞ			
&Text.Inmate.Snitch.Prison	Olha as condiçöes disso!	Dieser Zustand ...!	L'état de cet endroit !	¡Mira qué condiciones!	Только взгляните на это!	Guarda che condizioni!	看那东西的状态！ 	なんて有様だ！			
&Text.GuardAlert.Disguise	Olha como se move! Maravilhoso.	Dieses Arschwackeln! Sagenhaft.	Sacré déhanché ! Merveilleux.	¡Mira cómo se mueve! Maravilloso.	"Как обтягивают, только посмотри! Чудесно!"	Che stile! Fantastico.	看那个摆动！ 好极了。 	すげえ動きだ！驚いたね			
&Text.GuardAlert.Item	Bem embaixo do meu nariz!	Direkt vor meiner Nase!	Sous mon nez !	¡Justo en mis narices!	Прямо у меня под носом!	Proprio sotto il mio naso!	就在我鼻子底下！ 	目と鼻の先でか！			
&Text.Inmates.Gym	Vou direto para a enfermaria.	Direkt zur Krankenstation.	En route pour l'infirmerie.	Voy directo a Villahernia.	Я точно надорву спину	Andiamo tutti a spezzarci la schiena	锻炼身体去啰	体がぶっ壊れそう			
&Text.NPC.Maintenance.Idle	Três chamadas perdidas da minha mäe... hmm.	Drei verpasste Anrufe meiner Mutter ... hmmm	Trois appels manqués de ma mère... humm.	Tres llamadas perdidas de mi madre... Vaya.	Три пропущенных вызова от мамы... Хм	Tre chiamate perse da mia mamma... uhm	三个未接来电， 我妈打来的……嗯	お袋からの電話を3回取り損ねた… むぐぐ			
&Text.GuardAlert.Theft	Ladräo!	Du bekloppter Dieb!	Sale vermine !	¡Ladrón!	Ах ты тупой ворюга!	Delinquente!	你这个蠢贼！ 	この盗っ人め！			
&Text.NPC.JobstaffLeaving	Você näo passa de um idiota. ESSA foi uma sessäo de autoestima!	Du bist einfach ein Idiot. DAS war mein Selbstbewusstseinskurs!	T'es vraiment débile. CECI était mon atelier sur l'estime de soi !	No eres más que un idiota. ¡ESA ha sido mi sesión de autoestima!	Ты просто идиот. ЭТО был мой семинар по повышению самооценки!	Sei solo un idiota. QUELLO era il mio seminario sull’autostima!	你就是个白痴。 那座车间凝聚着我的自尊！ 	キミはバカ者だ、 自尊心を取り戻すチャンスを！			
&Text.Inmates.PlayerRep1	Você é patético.	Du bist erbärmlich.	T'es pathétique.	Eres patético.	Ты жалок	Patetico	你真可悲	情けねえ			
&Text.Guard.CharacterAttacking	Chega!	Du bist erledigt!	T'es fini !	¡Estás acabado!	Тебе конец!	È la tua fine!	你完了！ 	覚悟しろ！			
&Text.Guard.Heat	Pronto, $name!	"Du bist erledigt, $name!"	"C'est la fin, $name !"	"¡Estás listo, $name!"	"Ты покойник, $name!"	"È la tua fine, $name!"	$name ， 你完了！ 	覚悟しろ、 $name！			
&Text.Inmates.Attacked	Pronto.	Du bist erledigt.	C'est fini.	¡Estás acabado!	Хватит!	È la tua fine	你完了	てめえは終わりだ			
&Text.Guard.Heat	Você já era, $name!	"Du bist fertig, $name!"	"C'est fini pour toi, $name !"	"¡Estás acabado, $name!"	"Тебе конец, $name!"	"È la tua fine, $name!"	$name ， 你完了！ 	終わったな、 $name！			
&Text.Inmates.Showers	Este é meu espaço pessoal.	Du bist in meinem persönlichen Bereich.	T'es dans mon espace vital.	Estás en mi espacio personal.	Ты находишься в моем личном пространстве	Sei nel mio spazio personale	你闯入了我的私人空间	ここはプライベートエリアだ			
&Text.Guards.InmatesBeingNaughtyDEMO	Você näo é o primeiro a fazer cagada... e nem será o último!	"Du bist nicht der erste, der sich danebenbenimmt ... Und der letzte auch nicht!"	Tu n'es pas le premier à mal te conduire... Et tu ne seras pas le dernier !	No eres el primero que se porta mal... ¡Y tampoco serás el último!	"Ты не первый, кто не умеет себя вести... И не последний!"	Non sei il primo a comportarsi male... E non sarai l’ultimo!	你不是第一个不守规矩的人……也不会是最后一个！ 	おまえのようなヤツを見るのは最初でも、 最後でもない！			
&Text.Inmates.PlayerRep1	É igual uma doença.	Du bist so eine Plage.	T'es une vraie plaie.	Eres como una enfermedad.	Ты когда-нибудь отвалишь?	Sei una scocciatura	你真是个讨厌鬼	ビョーキ野郎が			
&Text.Inmates.Banter	Você está no meu lugar.	Du bist zu nah.	T'es dans mon espace.	Estás en mi sitio.	Ты в моем пространстве	Sei nel mio spazio	你进了我的地盘	あっちへ行け			
&Text.Visitor.Greet	Você nunca adivinharia...	Du errätst das nie ...	Tu devineras jamais...	Nunca lo adivinarías...	Ты никогда не угадаешь...	Non indovinerai mai...	你永远也想不到……	聞いたら驚くぞ…			
&Text.Guard.NaughtyLocation	"Você näo pode ficar aí, $name!"	"Du hast da nichts zu suchen, $name!"	"Tu n'as rien à faire là, $name !"	"¡No puedes estar ahí, $name!"	"Тебя здесь не должно быть, $name!"	"Non puoi stare lì, $name!"	$name ， 这里不是你该来的地方！ 	勝手に入るんじゃない、 $name！			
&Text.Inmates.Attacked	Você mexeu com a pessoa errada!	Du hast dich mit dem Falschen angelegt!	Tu t'en prends à la mauvaise personne !	¡Te has metido con la persona equivocada!	Ты связался не с тем человеком!	Stai scherzando con la persona sbagliata!	你惹错人了！ 	逆らう相手をまちがえたな！			
&Text.Guard.CharacterAttacking	Você vai ganhar uma surra!	Du hast dir Prügel verdient!	Tu as gagné une bonne raclée !	¡Te has ganado una paliza!	Ты заслужил взбучку!	Ti meriti una lezione!	你讨打！ 	ぶちのめしてやる！			
&Text.Inmates.Showers	Peguei você olhando...	Du hast geschaut ...	J'ai vu que tu regardais...	Te he pillado mirando...	"Я видел, что ты смотришь..."	Mi stavi guardando...	逮到你偷看了……	今見てただろ…			
&Text.Inmates.FoodHall	Você tem mais que eu!	Du hast mehr als ich!	T'en as plus que moi !	¡Tienes más que yo!	У тебя больше!	Tu ne hai più di me!	你的比我多！ 	そっちのほうが多いっての！			
&Text.Inmates.Gift.RankHighValue	Adorei você...	Du hast mich verzaubert.	Tu m'enchantes...	Me has encantado...	Ты меня успокоил...	Mi affascini...	我被你迷住了……	気に入ったよ…			
&Text.NPC.JobstaffLeaving	"Näo ouviu nada do que eu falei, näo é? Vai, suma daqui."	"Du hast nicht ein Wort gehört, das ich gesagt habe, stimmt’s? Na mach, zisch ab."	"Tu n'as pas écouté un mot de ce que je viens de dire, si ? Allez, dégage."	"No has oído nada de lo que he dicho, ¿verdad? Vale, piérdete."	"Ты ни слова не слышал из того, что я сказал, не так ли? Ну и вали"	"Non hai ascoltato una parola, vero? Via, sparisci"	我说的话你一句都没听进去， 对吧？滚吧	話を聞いてなかったのか？ 行きたまえ、 うせろ			
Text.Player.YouSeemTooBusy	Você já tem favores demais!	Du hast schon zu viel am Laufen!	Tu dois déjà trop de services !	¡Ya tienes demasiados favores!	У тебя уже и так слишком много одолжений!	Sembri avere già parecchi favori richiesti!	你的人情太多了！ 	引き受けた「頼みごと」が多すぎる！			
&Text.Guard.Work	Tem trabalho por fazer, $name!	"Du hast was zu erledigen, $name!"	"T'as du travail, $name !"	"¡Tienes trabajo por hacer, $name!"	"У тебя есть работа, $name!"	"Hai del lavoro da fare, $name!"	$name ， 你有活要干呢！ 	仕事が待ってるぞ、 $name！			
&Text.GuardAlert.Disguise	Diga-me...	Du kannst es mir sagen ...	Tu peux me le dire...	Dímelo...	Можешь мне сказать...	Puoi dirmelo...	你可以告诉我……	とぼけるなよ…			
&Text.Guard.Stealing	Pequeno verme!	Du kleiner Dieb!	Petite vermine !	¡Ladronzuelo!	Мелкий воришка!	Razza di delinquente!	你这个小偷！ 	おい、 この盗っ人め！			
&Text.Inmates.PlayerRep2	Você está por um fio!	Du läufst auf dünnem Eis!	Déconne pas !	¡Te la estás jugando!	Ходишь по тонкому льду!	Sei sul filo del rasoio!	你如履薄冰！ 	危ない橋を渡ってんぞ！			
&Text.Guards.Gym	Você está fazendo tudo errado.	Du machst das alles falsch.	Vous faites tout de travers.	Lo estáis haciendo todo mal.	Ты все делаешь неправильно	State sbagliando tutto	你完全做错了	てんでなってないぞ			
&Text.Guard.Naked	Está sendo ridículo, $name!	"Du machst dich zum Trottel, $name!"	"Tu te ridiculises, $name !"	"¡Te está poniendo en ridículo, $name!"	"Ты себя позоришь, $name!"	"Ti stai mettendo in ridicolo, $name!"	$name ， 你在丢自己的脸！ 	この恥さらしめ、 $name！			
&Text.Inmates.Showers	Está me dando arrepios.	Du machst mir Angst.	Tu me files les jetons.	Me estás dando repelús.	У меня от тебя мурашки	Mi fai venire i brividi	你令我毛骨悚然	あんたキモいんだけど			
&Text.NPC.MedicSolitary	Você merece um castigo!	Du musst bestraft werden!	Une correction pour toi !	¡Te mereces un castigo!	Тебя надо наказать!	Meriti una punizione!	你需要惩罚！ 	お仕置きが必要だな！			
&Text.GuardAlert.Disguise	Você deve ser o novato.	Du musst der Neue sein.	Tu dois être le nouveau.	Tú debes ser el nuevo.	"Ты, наверное, новичок"	Devi essere qui da poco	你肯定是新来的	あんたは新顔みたいだな			
&Text.Inmates.Showers	Você está cheiroso.	Du riechst gut.	Tu sens bon.	Hueles bien.	Ты хорошо пахнешь	Hai un buon odore	你闻起来不错	いいニオイがする			
&Text.Guard.SuspiciousOfCharacter	Você parece nervoso.	Du schaust nervös aus.	Tu parais nerveux.	Pareces nervioso.	Ты выглядишь нервным	Hai un’aria nervosa	你看起来很紧张	不安そうだな			
&Text.Guard.Suspicious	Você parece nervoso.	Du schaust nervös aus.	Tu parais nerveux.	Pareces nervioso.	Ты выглядишь нервным	Hai un’aria nervosa	你看起来很紧张	不安そうだな			
&Text.GuardAlert.DisguiseCaught	Você é uma FRAUDE!	Du SCHWINDLER!	Le PARFAIT escroc !	¡Eres un fraude!	Ах ты жулик!	Razza di impostore!	你这个大骗子！ 	このペテン師め！			
&Text.Guard.Work	Você devia estar trabalhando, $name!	"Du solltest arbeiten, $name!"	"Mets-toi au travail, $name !"	"¡Deberías estar trabajando, $name!"	"Давай работай, $name!"	"Dovresti lavorare, $name!"	$name ， 你应该在工作才对！ 	働いてこい、 $name！			
&Text.Guard.ContrabandInContainer	Você näo deveria estar com isso!	Du solltest das nicht haben!	Tu ne devrais pas avoir ça !	¡No deberías tener eso!	У тебя этого не должно быть!	Come fai ad averlo?!	你不应该拥有那个！ 	どこでこいつを！			
&Text.Guard.NaughtyLocation	"Näo deveria estar aqui, $name. Andando!"	"Du solltest nicht da drin sein, $name! Beweg dich!"	"Tu ne devrais pas être là, $name. On se bouge !"	"¡No deberías estar ahí, $name! ¡En marcha!"	"Тебя там не должно быть, $name. Шевелись!"	"Non dovresti stare lì, $name! Muoversi, aria!"	$name ， 你不应该在这里。 快点！ 	そこから出ろ、 $name！早くしろ！			
&Text.Guard.CharacterDamagingTiles	Seu vândalo!	Du Vandale!	Sale vandale !	¡Gamberro!	Вандал!	Teppista!	你个破坏公物的家伙！ 	破壊者め！			
&Text.Guards.CombatEnded	Perdeu idiota!	Du verlierst!	T'as perdu !	¡Perdiste!	Ты продул!	Hai perso!	你输了！ 	おまえの負けだ！			
&Text.Inmates.CombatEnded	Perdeu otário!	Du verlierst.	T'as perdu.	Perdiste.	Ты продул	Tu perdi	你输了	おまえの負けだ			
&Text.Inmates.PlayerRep1	Como se atreve?	Du wagst es ...	Tu oses ?!	¿Cómo te atreves?	Как ты смеешь	Come osi	你好大的胆子	よくもまあ			
&Text.Guards.InmatesBeingNaughtyDEMO	"Sabe que tem um jeito esquisito, näo sabe?"	"Du weißt schon, dass du lächerlich aussiehst?"	Tu réalises que tu as l'air ridicule ?	"Sabes que tienes una pinta ridícula, ¿verdad?"	"Ты же понимаешь, что выглядишь смешно?"	"Sai di essere ridicolo, vero?"	你知道自己看起来可笑极了吧？	まるでバカみたいだぞ？			
&Text.Inmates.Banter	Sabe que sou inocente, näo é?	"Du weißt, dass ich unschuldig bin?"	"Tu sais, je suis pas coupable !"	"Sabes que soy inocente, ¿no?"	"Ты же знаешь, что я невиновен?"	"Sai che sono innocente, vero?"	你知道我是无辜的， 对吧？	オレは無実って知ってるよな？			
&Text.NPC.Chef	Näo queira me deixar com raiva!	Du willst mich nicht wütend machen!	Tu veux pas me voir en colère !	¡No querrás que me enfade!	"Ты же не хочешь, чтобы я разозлился!"	Non farmi arrabbiare!	别惹我发火！ 	シェフを怒らせないほうがいい！			
&Text.Inmates.Banter	Você está cobrindo o herói.	Du wirfst einen Schatten auf den Helden.	Tu jettes une ombre sur le héros.	Estás ensombreciendo al héroe.	Ты отбрасываешь тень на героя	Stai gettando un’ombra sull’eroe	你把影子投在英雄身上了	英雄に影を落とすんじゃねえ			
&Text.Inmates.GuardBanter	Vai acabar no lado errado do meu cassetete!	Du wirst am falschen Ende meines Stocks landen!	Vous allez finir du mauvais côté de ma matraque !	¡Terminaréis en el lado equivocado de mi porra!	В конце концов ты напорешься на мою дубинку!	Finirete dalla parte sbagliata del mio manganello!	尝尝我警棍的滋味！ 	警棒の痛いほうで殴られたいか！			
&Text.Guards.FoodHall	Comem isso... e calados!	Du wirst es essen ... und genießen!	Vous allez tout manger... et vous allez adorer !	Vais a coméroslo... ¡y os va a gustar!	Ты это сожрешь... и тебе понравится!	Lo mangerete... e vi piacerà da matti!	你会吃……而且会爱上那食物的！ 	食ってるうちに好きになるさ！			
&Text.Guards.Gym	Nunca será mais forte que meu cassetete!	Du wirst nie stärker als mein Schlagstock sein!	Vous ne serez jamais aussi forts que ma matraque !	¡Nunca seréis más fuertes que mi porra!	Ты никогда не будешь крепче моей дубинки!	Non sarete mai forti quanto il mio manganello!	你练得再强壮还是怕我的警棍！ 	わが警棒より強くはなれんぞ！			
&Text.Guard.CharacterAttacking	Você pediu por isso...	Du wolltest es so ...	Tu l'auras voulu...	Tú lo has querido...	Ты сам напросился...	L’hai voluto tu...	你自找的……	自業自得だ…			
&Text.Inmates.Attacked	Você pediu isso!	Du wolltest es so!	Tu l'as cherché !	¡Tú lo has querido!	Ты об этом просил!	L’hai voluto tu!	你自找的！ 	身から出たサビだ！			
&Text.Guard.Heat	Você pediu isso!	Du wolltest es so!	Tu l'as cherché !	¡Tú lo has querido!	Ты об этом просил!	L’hai voluto tu!	你自找的！ 	身から出たサビだ！			
&Text.GuardAlert.Disguise	Você paga a bebida hoje, beleza?	"Du zahlst heute, ja?"	Tu paies ta tournée ce soir ?	"Tú pagas las copas esta noche, ¿no?"	"Сегодня ты платишь за выпивку, ОК?"	"Offri tu stasera, giusto?"	今晚你请喝酒对吧？	今夜のおまえのおごりだろ？			
&Text.Guard.CarryingContraband	Você! Esvazie os bolsos.	Du! Taschen leeren!	Toi ! Vide tes poches.	¡Tú! Vacía los bolsillos.	Ты! Выверни карманы	Tu! Svuota le tasche	你！ 把口袋里东西全掏出来	おまえ！ ポケットの中身を見せろ			
&Text.Inmates.PlayerRep2	Tanto faz...	Egal ...	Peu importe...	Da igual...	Плевать...	Come vuoi...	随便了……	ご勝手に…			
&Text.Visitor.Leave	"Estou cansado. Até mais."	Egal ... *Gähn*. Tschüss.	"Bref, je m'ennuie. À plus."	Me aburro. Hasta luego.	Скукота. Позже	"Comunque, che noia. A dopo"	不管怎样， 真无聊。 以后再见	とにかく飽きたわ、 また			
&Text.Visitor.Leave	"Bem, o táxi está me esperando."	"Egal, Taxi wartet ..."	"Enfin, mon taxi attend..."	"Bueno, el taxi me espera."	Такси ждет...	Ho un taxi che mi aspetta...	不管怎样， 出租车正等着呢……	とにかく、 タクシーを待たせてるんでね…			
&Text.GuardAlert.Fighting	Oi! $name!	Eh! $name!	Hé ! $name !	"¡Oye, $name!"	Эй! $name!	Ehi! $name!	喂！ $name！ 	おい！$name！			
&Text.Guard.Heat	"Oi, $name!"	"Eh, $name!"	"Hé, $name !"	"¡Oye, $name!"	"Эй, $name!"	"Ehi, $name!"	喂， $name！ 	おい、 $name！			
&Text.Inmates.Showers	"Oi, este chuveiro está quebrado!"	"Eh, der Abfluss ist verstopft!"	"Oh, ce tuyau est bouché !"	¡Este desagüe está obstruido!	"Эй, этот слив засорился!"	"Ehi, questo scarico è bloccato!"	喂， 这个排水孔堵塞了！ 	うおっ、 排水溝が詰まった！			
