Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
Text.Cutscene.Dictator.Generic.B	Hein?	Häh?	Hein ?	¿Eh?	А?	Eh?	嗯？ 	うん？		
Text.Cutscene.Dictator.Generic.C	Glorioso Líder!!	Glorreicher Anführer!!	Fabuleux chef !!	¡¡Glorioso líder!!	Славный Вождь!	Glorioso Leader!!	伟大的领袖！！ 	栄光のリーダー！！		
Text.Cutscene.Dictator.Generic.D	NÄO ME INTERROMPA!	UNTERBRICH MICH NICHT!	NE ME COUPE PAS !	¡NO ME INTERRUMPAS!	НЕ ПЕРЕБИВАЙ МЕНЯ!	NON PARLARMI SOPRA!	别打断我说话！ 	口を挟むな！		
Text.Cutscene.Dictator.Generic.E	Como estava dizendo...	"Wie ich sagte, ..."	Comme je disais...	Como iba diciendo...	Как я говорил...	Come dicevo...	我刚刚说到…… 	話を戻すと…		
Text.Cutscene.Dictator.Generic.F	"Veja, Glorioso Líder!"	"Seht, Glorreicher Anführer!"	"Fabuleux chef, regardez !"	"¡Mira, glorioso líder!"	"Смотрите, Славный Вождь!"	"Glorioso Leader, guarda!"	看， 伟大的领袖！ 	あれを、栄光のリーダー！		
Text.Cutscene.Dictator.Generic.G	Um fugitivo no muro!	Ein Ausreißer an der Wand!	Un fugitif sur le mur !	¡Un prófugo en la pared!	Беглец на стене!	Un fuggitivo sul muro!	墙上的逃犯！ 	塀の上に脱獄者が！		
Text.Cutscene.Dictator.Generic.H	NÄO TEM NADA AQUI?!	DA IST NICHTS ZU SEHEN?!	IL N'Y A RIEN LÀ-BAS ?!	¡AHÍ NO HAY NADA!	ТАМ НИЧЕГО НЕТ?!	NON C’È NULLA LÌ!	那里什么都没有？！ 	私には何も見えんぞ？！		
Text.Cutscene.Dictator.Generic.I	PARE DE ME INTERROMPER!	UNTERBRICH MICH NICHT!	ARRÊTE DE M'INTERROMPRE !	¡DEJAD DE INTERRUMPIRME!	НЕ ПЕРЕБИВАЙ МЕНЯ!	SMETTILA DI INTERROMPERMI!	别再打断我了！ 	話の腰を折るな！		
Text.Cutscene.Dictator.Generic.J	EU EU EU! ESTOU FALANDO!!	ICH ICH ICH ICH! ICH REDE!!!	MOI MOI MOI MOI ! JE PARLE !	"¡YO, YO, YO! ¡ESTOY HABLANDO!"	МЕНЯ-МЕНЯ-МЕНЯ! Я ГОВОРЮ!	IO IO IO IO! STO PARLANDO!	我我我我！  我在说话呢！！ 	私だ私だ私だ！今は私が話しているのだ！		
Text.Cutscene.Dictator.Generic.K	SOU SEU LÍDER!	ICH BIN DER ANFÜHRER!	JE SUIS VOTRE CHEF !	¡SOY TU LÍDER!	Я ВАШ ВОЖДЬ!	SONO IL TUO LEADER!	我是你们的头儿！ 	私はリーダーだぞ！		
Text.Cutscene.Dictator.Generic.L	Mas...	Aber ...	Mais...	Pero…	Но..	Ma...	可…… 	ですが…		
Text.Cutscene.Dictator.Generic.M	PARE! NÄO LHE DEI PERMISSÄO PARA FALAR.	HALT! ICH HABE DIR NICHT ERLAUBT ZU SPRECHEN.	STOP ! JE NE T'AI PAS DIT DE PARLER.	¡PARA! NO TE HE DADO PERMISO PARA HABLAR.	ХВАТИТ! Я НЕ ДАВАЛ ТЕБЕ РАЗРЕШЕНИЯ ГОВОРИТЬ.	BASTA! NON TI HO DATO IL PERMESSO DI PARLARE.	住口！  我没允许你说话。 	黙れ！誰がしゃべっていいと言った？		
Text.Cutscene.Dictator.Generic.N	"QUANDO EU FALO, VOCÊ OUVE."	"WENN ICH REDE, HÖRST DU ZU."	"QUAND JE PARLE, TU ÉCOUTES."	"CUANDO YO HABLO, TÚ ESCUCHAS."	"Я ГОВОРЮ, ТЫ СЛУШАЕШЬ."	"QUANDO IO PARLO, TU ASCOLTI."	我说话时你们听着就好。 	話すのは私だ。黙って聞け		
Text.Cutscene.Dictator.Generic.O	AGORA. Vamos continuar.	SO. Fahren wir fort.	MAINTENANT. Continuons.	BUENO. Sigamos.	ИТАК. Продолжим.	E ORA... Continuiamo.	好了。 继续。 	では続けよう		
Text.Cutscene.Dictator.Intro.A	Bem-vindo ao melhor lugar para se viver do mundo.	Willkommen am besten Ort auf der Welt.	Bienvenue dans l'endroit le plus agréable au monde.	Bienvenido al mejor lugar del mundo.	Добро пожаловать в лучшее место на земле.	Ti diamo il benvenuto nel miglior luogo in cui abitare.	欢迎来到世界上最适合人类居住的人间天堂。 	この世の楽園へようこそ		
Text.Cutscene.Dictator.Intro.B	"Construída a mäo, pedra por pedra por nosso Glorioso Líder."	"Von unserem Glorreichen Anführer per Hand erbaut, Stein um Stein."	Construit une brique après l'autre par notre fabuleux chef.	"Construida a mano, roca a roca por nuestro glorioso líder."	Это здание по кирпичику построено руками нашего Славного Вождя.	"Fatto a mano, mattone dopo mattone, dal nostro Glorioso Leader."	这个地方是我们伟大的领袖亲手一砖一瓦造起来的。 	われらが栄光のリーダーがその手でレンガを組み上げ、 ここをお作りになさったのだ		
Text.Cutscene.Dictator.Intro.C	Aqui faz a Chamada.	Der Appell findet hier statt.	L'appel se déroule ici.	Aquí se pasa lista.	Переклички проводятся здесь.	Qui avviene l’Appello.	这里是点名的地方。 	点呼はここで行われる		
Text.Cutscene.Dictator.Intro.D	Na sombra do nosso Glorioso Líder.	Im Schatten unseres Glorreichen Anführers.	À l'ombre de notre fabuleux chef.	A la sombra de nuestro glorioso líder.	В тени нашего Славного Вождя!	All’ombra del nostro Glorioso Leader.	就在我们伟大领袖的阴影笼罩之下。 	栄光のリーダーの威光の下でな		
Text.Cutscene.Dictator.Intro.E	As melhores refeiçöes.	Die besten Speisen.	Les meilleurs repas.	La mejor comida.	Здесь подаются...	I cibi migliori.	最棒的美食。 	ここは食堂だ		
Text.Cutscene.Dictator.Intro.F	Säo servidas aqui.	Hier serviert.	Sont servis ici.	Se sirve aquí.	...вкуснейшие блюда	Sono serviti qui.	就在这里上桌。 	最高の料理が食べられるぞ		
Text.Cutscene.Dictator.Intro.G	Generosamente fornecida por nosso Glorioso Líder.	Großzügig vom Glorreichen Anführer bereitgestellt.	Par bonté de notre fabuleux chef.	Generosamente proporcionada por nuestro glorioso líder.	И все благодаря щедрости нашего Славного Вождя!	Generosamente forniti dal nostro Glorioso Leader.	由我们伟大的领袖慷慨提供。 	栄光のリーダーの寛大なるお心のおかげだ		
Text.Cutscene.Dictator.Intro.H	Alguma ferida inesperada.	Alle unerwarteten Verletzungen.	Toutes blessures inattendues.	Cualquier herida inesperada.	Любые неожиданные травмы...	Ogni ferita inaspettata.	如果意外受伤。 	思わぬケガをする時もあろうが…		
Text.Cutscene.Dictator.Intro.I	Pode ser tratada aqui pelos melhores médicos. 	Können von den besten Ärzten versorgt werden. 	Peuvent être traitées par les meilleurs médecins. 	Puede ser curada por los mejores doctores. 	...вылечат наши лучшие доктора. 	Può essere curata dai migliori dottori. 	可以来这里接受最好的医疗护理。 	ここで最高の医療が受けられる		
Text.Cutscene.Dictator.Intro.J	Graças ao nosso Glorioso Líder.	Dank unseres Glorreichen Anführers.	Grâce à notre fabuleux chef.	Gracias a nuestro glorioso líder.	Возблагодарим нашего Славного Вождя!	Grazie al nostro Glorioso Leader.	这都要感谢我们伟大的领袖。 	栄光のリーダーに感謝することだ		
Text.Cutscene.Dictator.Intro.K	Aqui é onde nós exercitamos nosso corpo e nossa mente.	Hier trainieren wir unseren Körper und Geist.	C'est ici que l'on travaille notre corps et notre esprit.	Aquí es donde ejercitamos nuestros cuerpos y mentes.	Здесь мы тренируем дух и тело.	Qui è dove esercitiamo il nostro corpo e la nostra mente.	这是我们锻炼身心的地方。 	ここはジムだ。皆ここで心身を鍛える		
Text.Cutscene.Dictator.Intro.L	Para ficarmos täo forte igual ao nosso Glorioso Líder.	Damit wir so stark wie unser Glorreicher Anführer werden.	Pour être aussi forts que notre fabuleux chef.	Para aspirar a ser tan fuertes como nuestro glorioso líder.	"Чтобы стать сильными, как наш Славный Вождь."	Così da poter essere forti come il nostro Glorioso Leader.	这样我们才能变得和伟大的领袖一样强健。 	栄光のリーダーのように強くなるためにな		
Text.Cutscene.Dictator.Intro.M	Saudaçöes visitantes.	"Sei gegrüßt, Besucher."	"Bienvenue, visiteur."	"Saludos, visitante."	"Здравствуй, посетитель."	"Salve, visitatore."	你好， 参观者。 	やあ、客人		
Text.Cutscene.Dictator.Intro.N	Saudaçöes amigo.	"Sei gegrüßt, Freund."	Bienvenue.	"Saludos, amigo."	"Здравствуй, друг."	"Salve, amico."	你好， 朋友。 	やあ、友よ		
Text.Cutscene.Dictator.Intro.O	Por que estäo agradecendo?	Wofür bist du dankbar?	À quoi doit-on reconnaissance ?	¿De qué estás agradecido?	За что ты благодарен?	Per cosa sei riconoscente?	你感恩什么呢？ 	おまえは何に感謝する？		
Text.Cutscene.Dictator.Intro.P	O Centro de Visitas fornecido pelo nosso Glorioso Líder.	Das vom Glorreichen Anführer bereitgestellte Besucherzentrum.	Le centre de visite est dispensé par notre fabuleux chef.	El centro de visitantes proporcionado por nuestro glorioso líder.	Наш Славный Вождь дал нам этот центр посещений.	Il Centro visitatori è fornito dal nostro Glorioso Leader.	这是我们伟大的领袖提供的探视中心。 	この面会室も栄光のリーダーが授けたものだ		
Text.Cutscene.Dictator.Intro.Q	Aqui é onde se consegue um emprego.	Hier wirst du einen Job bekommen.	C'est ici que tu obtiendras du travail.	Aquí es donde conseguirás un trabajo.	Здесь ты найдешь работу.	Qui è dove ti assegneranno un lavoro.	这是你找工作的地方。 	仕事はここで手配してもらえる		
Text.Cutscene.Dictator.Intro.R	Porém já temos um.	Wir haben jedoch schon einen.	Mais nous en avons déjà un.	Pero ya tenemos uno.	Хотя у нас она уже есть.	Noi ne abbiamo già uno.	然而我们已经有了。 	われらは間に合っているがな		
Text.Cutscene.Dictator.Intro.S	Graças ao nosso Glorioso Líder.	Dank unseres Glorreichen Anführers.	Grâce à notre fabuleux chef.	Gracias a nuestro glorioso líder.	Возблагодарим нашего Славного Вождя!	Grazie al nostro Glorioso Leader.	这都要感谢我们伟大的领袖。 	栄光のリーダーのおかげだ		
Text.Cutscene.Dictator.Intro.T	"Finalmente, nosso Glorioso Líder chegou!"	Endlich trifft unser Glorreicher Anführer ein!	Notre fabuleux chef arrive enfin !	¡Por fin llega nuestro glorioso líder!	"И наконец, прибывает наш Славный Вождь!"	"Finalmente, ecco il nostro Glorioso Leader!"	最后， 我们伟大的领袖已经到了！ 	栄光のリーダーが到着されたぞ！		
Text.Cutscene.Dictator.Intro.U	Você näo pode presenciar isso. Hora de voltar para sua cela.	"Du wirst das nicht erleben. Zeit, auf dein Zimmer zu gehen."	Tu n'as pas la permission de le voir. Rends-toi dans ta cellule.	Tú no puedes presenciar esto. Es hora de volver a tu habitación.	Ты этого не увидишь. Пора возвращаться в свою комнату.	Tu non puoi vedere. È ora di andare nella tua stanza.	你没资格见领袖本人。 你该回自己房间了。 	おまえは見てはならん。部屋へ戻ってろ		
Text.Cutscene.Dictator.MP.A	Prenda-o!	Nimm es einfach!	Prends-le !	¡Cógelo!	Просто возьми!	Prendi!	你收下吧！ 	そいつを奪え！		
Text.Cutscene.Dictator.MP.B	NÄO! ISSO É MEU!	NEIN! DAS IST MEINS!	NON ! C'EST À MOI !	¡NO! ¡ESO ES MÍO!	НЕТ! ЭТО МОЕ!	NO! È MIO!	不行！  那是我的！ 	よせ！オレんだぞ！		
Text.Cutscene.Dictator.MP.C	AAARRGHHHH!	ARRRG!!!	AAAARRGHHHHH !	¡¡AAARRGGHH!!	Р-Р-Р-Р!	AAARRGHHHH!	啊！ 	うわああああっ！		
Text.Cutscene.Dictator.MP.D	DEIXE-ME IR!!	LASS MICH LOS!	LÂCHE-MOI !	¡DÉJAME!	ОТПУСТИ!	LASCIAMI!	放开我！！ 	下ろしてくれぇぇ！		
Text.Cutscene.Dictator.MP.E	Eles roubaram MEU helicóptero!	Sie haben MEINEN Heli geklaut!	Ils ont volé MON hélicoptère !	¡Han robado MI helicóptero!	Они украли МОЙ вертолет!	Hanno rubato il MIO elicottero!	他们偷了我的直升机！ 	オレのヘリが奪われたぁぁ！		
Text.Cutscene.Dictator.MP.F	AARRGHHH!	ARRRG!!!	ARRGHHH !	¡¡AARGH!!	Р-Р-Р-Р!	AARRGHHH!	啊！ 	うわあああっ！		
Text.Cutscene.Dictator.MP.G	NÄO NÄO NÄO NÄO!	NEIN NEIN NEIN!	NON NON NON !	"¡NO, NO, NO!"	НЕТ-НЕТ-НЕТ!	NÄO NÄO NÄO NÄO!	不不不不！ 	よせよせよせ！		
Text.Cutscene.Dictator.SP.A	Hein?	Häh?	Hein ?	¿Eh?	Чего?	Eh?	嗯？ 	うん？		
Text.Cutscene.Dictator.SP.B	"Finalmente, alguma coisa interessante acontecendo por aqui..."	Endlich passiert hier mal etwas Interessantes ...	Enfin quelque chose d'intéressant.	"Por fin, pasa algo interesante por aquí..."	Наконец-то здесь происходит что-то интересное...	Finalmente qualcosa di interessante...	这里终于发生有意思的事了。 	ようやく面白くなってきたか…		
Text.Cutscene.Dictator.SP.C	"Bem, isso matou 20 minutos..."	Das hat 20 Minuten rumgebracht ...	"Bah, ça a fait passer 20 minutes..."	"Bueno, eso ha matado 20 minutos..."	"Что ж, прошло 20 минут..."	"Beh, almeno ho passato 20 minuti..."	嗯， 供我消磨了20分钟…… 	まあ、今ので20分はつぶせた…		
Text.Cutscene.Gulag.Generic.A	"Para pegar este monstro do rio, precisarei da isca certa..."	"Um das Flussmonster zu fangen, brauche ich den richtigen Köder ..."	"Pour attraper ce monstre marin, je vais avoir besoin du bon appât..."	"Para atrapar a este monstruo de río, necesitaré el cebo adecuado..."	"Чтобы поймать речное чудовище, мне нужна правильная наживка..."	Per catturare il mostro del fiume avrò bisogno dell’esca giusta...	为了抓住河里的水怪， 我需要合适的诱饵…… 	この川のヌシを釣り上げるには、なにより正しいエサをですね…		
Text.Cutscene.Gulag.Generic.B	Pescar!	Fisch weiter!	Poisson !	¡A pescar!	"Ловись, рыбка!"	A pesca!	上钩啦！ 	と、かかったぁ！		
Text.Cutscene.Gulag.Generic.C	O quê?!	Was zum?!	Que... ?!	¡¿Qué...?!	Что за?!	Ma che...?!	搞什么？！ 	なんだぁ？！		
Text.Cutscene.Gulag.Generic.D	Uou! Tá muito frio aqui embaixo!	"Wow! Mann, war das kalt unten!"	"Ouah ! Il faisait froid, là-bas ?"	¡Vaya! ¡Sí que hace frío ahí abajo!	Ого! Холодно там было!	"Wow! Faceva freddo, eh?!"	哇！  这里好冷啊！ 	おおお！凍え死ぬぅぅぅ！		
Text.Cutscene.Gulag.Generic.E	Er...	Äh ...	Euh...	Eh...	Э-э...	Ehm…	呃…… 	ええと…		
Text.Cutscene.Gulag.Intro.A	"Rápido, o vento frio tá vindo... E os ursos. Muitos ursos. "	"Schnell, der kalte Wind bläst ... Und Bären. Viele Bären. "	"Vite, le vent frais souffle... Et les ours. Plein d'ours. "	"Rápido, el aire frío no para... Y los osos. Montones de osos. "	"Быстрее, здесь дует ледяной ветер... И медведи. Много медведей. "	"Svelto, sta soffiando il vento freddo... E gli orsi. Moltissimi orsi. "	快点， 这儿冷风一个劲地吹…… 还有熊。 很多很多熊。 	早くしろ、冷たい風が入ってくる…それとクマもだ。ゾロゾロとな		
Text.Cutscene.Gulag.Intro.B	Essa comida irá mantê-lo aquecido.	Das Essen hier hält dich warm.	"Ici, la nourriture te réchauffera."	La comida te mantendrá caliente.	Еда поможет тебе согреться.	Il cibo ti terrà al caldo.	吃这里的食物可以保暖。 	食事はここだ。体があったまるぞ		
Text.Cutscene.Gulag.Intro.C	Desça daí!	Komm da runter!	Descends de là !	¡Baja de ahí!	Слезай оттуда!	Scendi da lì!	从那里下去！ 	そこ、つまみぐいしない！		
Text.Cutscene.Gulag.Intro.D	"Os enfermeiros faräo o possível, mas näo prometemos nada. "	"Die Krankenstation wird ihr bestes versuchen, aber wir versprechen nichts. "	"Le personnel infirmier fera de son mieux, mais on ne promet rien. "	"Los enfermeros harán lo que puedan, pero no prometemos nada. "	"Персонал лазарета сделает для тебя все возможное, но мы ничего не обещаем. "	"Lo staff dell’Infermeria farà del suo meglio, ma non possiamo promettere nulla. "	医务室工作人员会竭尽全力， 但我们无法做任何承诺。 	医務室のスタッフはベストを尽くすが、必ず助かるとは限らない		
Text.Cutscene.Gulag.Intro.E	O pessoal aqui irá te ajudar a encontrar um emprego.	"Die Mitarbeiter helfen dir, Arbeit zu finden."	"Ici, on t'aidera à trouver du travail."	Aquí te ayudarán a encontrar trabajo.	Здесь тебе помогут найти работу.	Lo staff qui ti aiuterà a trovare lavoro.	这儿的工作人员会帮你找到工作。 	ここでは職員に仕事を探してもらえる…		
Text.Cutscene.Gulag.Intro.F	Nesta prisäo.	Im Gefängnis.	Dans cette prison.	En esta prisión.	В этой тюрьме.	In questa prigione.	在这座监狱里。 	この所内で、だが		
Text.Cutscene.Gulag.Intro.G	O ar fresco chegará aos seus pulmöes...	Die frische Luft wird deine Lungen füllen ...	L'air frais remplira tes poumons...	El aire fresco llenará tus pulmones...	Свежий воздух наполнит твою грудь...	L’aria fresca ti riempirà i polmoni.	你能尽情享受新鲜空气。 	新鮮な空気を大きく吸って…		
Text.Cutscene.Gulag.Intro.H	Se exercitar aqui irá fazer você ficar forte como um urso.	Hier zu trainieren macht dich so stark wie einen Bären.	Faire de l'exercice ici te rendra aussi fort qu'un ours.	"Si haces ejercicio aquí, estarás fuerte como un oso."	"Тренировки сделают тебя сильным, как медведь."	Allenandoti qui diventerai forte come un orso.	在这里工作， 你就会变得和熊一样壮。 	ここで体を鍛えれば、クマみたいに強くなれるだろう		
Text.Cutscene.Gulag.Intro.I	Se algum dia aceitarmos visitantes…	Falls wir je Besucher zulassen ...	Si on accepte les visiteurs...	Si algún día aceptamos visitantes...	Если к тебе пустят посетителей...	Se approviamo visitatori...	假如我们允许别人来探视…… 	われわれが面会を許可し…		
Text.Cutscene.Gulag.Intro.J	"E se eles sobreviverem ao frio... e aos ursos... "	Und sie die Kälte und die Bären überleben ... 	Et qu'ils survivent au froid et aux ours... 	"Y sobreviven al frío, y a los osos... "	И они переживут морозы и медведей... 	"E riescono a sopravvivere al freddo, e agli orsi... "	而且严寒和熊都没能要了这些人的命……  	この寒さとクマに殺されずにすんだなら…		
Text.Cutscene.Gulag.Intro.K	Entäo viräo aqui.	Dann kommen sie hierher.	"Alors, ils viendront ici."	Entonces vendrán aquí.	Они смогут прийти сюда.	A quel punto verranno qui.	那他们可以来这里探视。 	この部屋に面会人がやってくる		
Text.Cutscene.Gulag.Intro.L	E com isso termina o nosso tour.	Und damit ist unsere Tour beendet.	Et c'est la fin de la visite.	Y con esto termina nuestro tour.	И на этом экскурсия заканчивается.	E così si conclude il nostro tour.	参观到此结束。 	まあ、ざっとこんな感じだ		
Text.Cutscene.Gulag.Intro.M	"Como pode ver, nada entra e nada sai daqui."	"Wie du siehst, kommt niemand rein oder raus."	"Comme tu peux le voir, rien ne peut entrer ou sortir d'ici."	"Como puedes ver, nada entra ni sale de aquí."	"Как видишь, сюда никто не войдет и никто не выйдет."	"Come puoi vedere, niente entra o esce da qui."	如你所见， 想出入这里是不可能的。 	一度入ったら出られないっていうのは、まさにここのことさ		
Text.Cutscene.Gulag.Intro.N	"Sniff, sniff"	"Schnüffel, schnüffel."	"Sniff, sniff"	*Olisqueo*	*Принюхивается*	"Sniff, sniff"	嗅， 嗅	くしゅん！		
Text.Cutscene.Gulag.MP.A	"Agora posso dirigir, certo?"	"Du kannst doch fahren, oder?"	"Tu peux conduire là, non ?"	"Ahora puedes conducir, ¿no?"	"Теперь ты можешь рулить, да?"	"Adesso riesci a guidare, vero?"	你会开车对吧？ 	さてと、運転はできるか？		
Text.Cutscene.Gulag.MP.B	Sim, sim, sim...	"Ja, ja, ja ..."	Ouais ouais ouais...	"Sí, sí, sí..."	Да-да-да...	Sì sì sì...	对对对…… 	任せとけって…		
Text.Cutscene.Gulag.MP.C	Vamos lá! Pisa fundo!	Gehen wir’s an! Und los!	Allons-y ! Envoie !	¡Hagámoslo! ¡Dale!	За дело! Давай	Facciamolo! Forza!	动手吧！  快走！ 	いっくぞぉ！アクセル全開！		
Text.Cutscene.Gulag.MP.D	Opsss!	Hoppla!	Oups !	¡Uy!	О-ох!	Oops!	哎呀！ 	うおっと！		
Text.Cutscene.Gulag.MP.E	EI! VOLTE AQUI!	UI! KOMM ZURÜCK!	HÉ ! REVIENS ICI !	¡EH! ¡VUELVE AQUÍ!	ЭЙ! ВЕРНИСЬ СЮДА!	EHI! TORNA QUI!	喂！  快回来！ 	おい！戻ってこい！		
Text.Cutscene.Gulag.SP.A	Por que eu fiz isso na manhä depois da noite do Strogonoff...	Warum habe ich das am Morgen nach der Stroganoff-Nacht getan ...	Pourquoi est-ce que j'ai fait ça après la soirée Stroganoff...	¿Por qué hago esto la noche después del estofado Stroganoff...?	Почему я делаю это наутро после жаркого на ужин...	Perché l’ho fatto la mattina dopo la notte di Stroganoff...	我前一晚吃了酸奶油， 为什么第二天早上决定这么干…… 	そういや、昨日の晩メシはカレーだったか…		
Text.Cutscene.Gulag.SP.B	Cheira igual a uma granja!	Ich rieche nach Bauernhof!	Je pue la ferme !	¡Huelo a granja!	От меня пахнет деревней!	Puzzo come una stalla!	我闻起来一股农场味！ 	ぷんぷんニオうぞ！		
Text.Cutscene.Gulag.SP.C	Mas o que...	Was zum ...	Que...	¿Qué…?	Что за...	Ma che...?	搞什么…… 	なんだぁ…		
Text.Cutscene.Gulag.SP.D	Oh, céus!	Meine Güte!	Bon sang !	¡Vaya!	О боже!	Oh cielo!	天呐！ 	おいおい！		
Text.Cutscene.Gulag.SP.E	Chame a manutençäo! Os esgotos estäo assustando os cäes novamente!	Ruf die Instandhaltung an! Die Abflüsse verscheuchen die Hunde!	Appelez l'entretien ! Les égouts effraient à nouveau les chiens !	¡Llamad a mantenimiento! ¡Las cloacas vuelven a asustar a los perros!	Вызовите ремонтников! Собаки опять боятся канализации!	Chiamate la manutenzione! Le fognature stanno ancora spaventando i cani!	打电话给维护人员！  下水道又吓到狗了！ 	管理人を呼べ！犬どもが下水のニオイにびびっちまってら！		
Text.Cutscene.OWF.Generic.A	"Ei! Volte aqui!"	"Komm hierher zurück, du!"	"Hé toi, reviens ici !"	¡Vuelve aquí!	"А ну сюда, ты!"	"Torna qui, tu!"	你给我回来！ 	おい、戻ってこい！		
Text.Cutscene.OWF.Generic.B	VOCÊ! Volte aqui!	Du kommst sofort zurück!	"TOI, reviens ici !"	"¡TÚ, vuelve aquí!"	"ТЫ, иди сюда!"	"TU, torna qui!"	你给我回来！ 	そっちが戻れぇぇぇ！		
Text.Cutscene.OWF.Generic.C	E agora o que pensa disso?!	Und wie gefällt dir das hier?!	Qu'est-ce que tu penses de ça ?	¡¿Qué te parece esto?!	Как тебе теперь это нравится?	Che ne dici di questo?!	你觉得这个如何？ ！ 	これならどうだ？		
Text.Cutscene.OWF.Generic.D	Como isto tá acontecendo!	Wieso passiert das!	Comment c'est possible ?!	¿Cómo está sucediendo esto?	Как это произошло?	Come è possibile?!	这怎么可能！ 	どうなってんのぉぉぉぉ！		
Text.Cutscene.OWF.Generic.E	Ooooof!	Pfff!	Aïeeee !	¡Buah!	О-о-ох!	Uuuufff!	噢！ 	ぬぐおっ！		
Text.Cutscene.OWF.Intro.A	"E aí companheiro. Bem-vindo a fortaleza mais segura que seus olhos já viram."	"Wie geht‘s, Partner, willkommen in der sichersten Festung, die du je sehen wirst."	"Yo, bienvenue dans le fort le plus sécurisé au monde."	"¿Qué tal, compañero? Bienvenido a la fortaleza más segura que verás jamás."	"Приветствую, партнер. Добро пожаловать в самую укрепленную крепость."	"Ehi compare, ti do il benvenuto sul forte più sicuro che tu abbia mai visto."	你好， 伙计， 欢迎来到世界上戒备最森严的堡垒。 	やあ、相棒。われらが難攻不落の要塞へようこそ		
Text.Cutscene.OWF.Intro.B	"Aqui é onde fazemos a Chamada, fique atento!"	"Das hier nennt sich Appell, sei auf jeden Fall immer dabei!"	"C'est ici qu'on fait l'appel, n'oublie pas de te présenter !"	"Aquí hacemos el pase de lista, ¡asegúrate de acudir!"	"Здесь мы проводим перекличку, не пропускай ее!"	Qui è dove facciamo l’Appello: assicurati di venire!	我们在这里进行点名， 一定别缺席！ 	点呼はここだ。 絶対に遅れるな！		
Text.Cutscene.OWF.Intro.C	Deseja algo? Aqui temos toda a carne de pássaro que possa consumir.	"Lust auf einen Happen? Wir haben hier alle Sorten Vogelfleisch, die man sich wünschen kann."	Envie de bouffe ? Nous avons plein de viandes d'oiseau différentes ici.	¿Quieres tomar algo? Tenemos toda la carne de pájaro que puedas consumir.	Хочешь перекусить? У нас здесь есть птица на любой вкус.	Vuoi del cibo? Qui abbiamo tutto il mangime per uccelli che desideri	肚子饿了？  我们这里的禽肉应有尽有。 	腹は減ったか？この食堂では、ありとあらゆる鶏肉が食えるぞ		
Text.Cutscene.OWF.Intro.D	Este é o lugar onde você vai quando te fazem algum mal.	"Hierher kannst du kommen, wenn die Zeiten hart sind."	C'est ici qu'il faut venir si les temps sont durs.	Este es el sitio donde venir cuando todo te va mal.	Сюда обращаются в тяжелые времена.	Qui è dove potrai venire quando attraverserai dei brutti momenti	如果你受伤了， 就来这里	ここはおまえさんが、きっつい目に遭った時に来る場所だ		
Text.Cutscene.OWF.Intro.E	"Temos estes trabalhos. Por fim, você poderá levar uma vida honrada e honesta por aqui."	"Hier gibt’s Jobs. So kannst du endlich ein ehrliches, ehrbares Leben führen."	"C'est nos boulots. Ici, tu peux enfin gagner ta vie honnêtement."	"Tenemos estos trabajos. Por fin, podrás llevar una vida honrada y honesta aquí."	Здесь можно найти работу. Здесь ты наконец-то сможешь жить честной жизнью.	Questi sono i lavori che ci danno. Finalmente qui potrai avere una vita onesta e retta.	我们这里提供工作。 你终于能靠正当收入体面地生活了。 	所内で働くこともできる。ようやくまっとうな暮らしを営めるわけだ		
Text.Cutscene.OWF.Intro.F	"Como pode ver, tivemos um gasto expressivo em nossa academia de última geraçäo."	"Wie du sehen kannst, haben wir für unser Fitnessstudio keine Kosten gescheut."	"Comme tu peux le voir, notre salle de sport est du dernier cri."	"Como puedes ver, no hemos escatimado en gastos en nuestro gimnasio de última generación."	"Как видишь, на наш суперсовременный спортзал средств не пожалели"	"Come puoi vedere, non badano a spese per la ginnastica"	如你所见， 我们不惜重金建造了条件一流的健身设施。 	ご覧のとおり、ジムには最新鋭の高級マシンがずらりと並んでいる		
Text.Cutscene.OWF.Intro.G	"Fato engraçado. Esta prisäo está construída sobre uma mina velha e instável. Entäo olhe por onde pisa!"	"Witziger Fakt. Das Gefängnis ist auf fragilem Bergwerk gebaut. Pass auf, wo du hintrittst!"	"Anecdote. La prison est construite sur une vieille mine instable. Donc, prudence !"	Curiosidad. Esta prisión está construida sobre una mina vieja e inestable. ¡Así que mira por dónde pisas!	Интересный факт: эта тюрьма построена на старой рушащейся шахте. Ступай осторожно!	Aneddoto divertente. La prigione è costruita su una vecchia e instabile miniera. Attenzione a dove cammini!	有个很有意思的事实。 整座监狱建在一处不牢固的矿洞之上。 每走一步都要留神啊！ 	面白いことを教えてやろう。この刑務所はオンボロ鉱山の上に建っていてな。足下に気をつけたまえ！		
Text.Cutscene.OWF.MP.A	Ouch!	Aua!	Aïe !	¡Ay!	Ой!	Ahi!	哎哟！ 	あいたっ！		
Text.Cutscene.OWF.MP.B	Hein?	Häh?	Hein ?	¿Eh?	А?	Eh?	嗯？ 	うん？		
Text.Cutscene.OWF.MP.C	Este plano fede. Literalmente.	Dieser Plan stinkt. Buchstäblich.	Ce plan pue. Littéralement.	Este plan apesta. Literalmente.	От этого плана воняет. В буквальном смысле.	Questo piano fa veramente schifo.	这个计划糟透了。 字面意义。 	ニオイそうだな…		
