Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
Text.Item.GlassShank	Faca de Vidro	Glasmesser	Lame de verre	Cuchillo de cristal	Осколок стекла	Coltello di vetro	玻璃杆	ガラスナイフ			
Text.Item.GlueReadiedFurniture	Móveis Fixos com Cola	Mit Leim vorbereitetes Möbelstück	Meuble monté	Mueble reparado con cola	Проклеенная мебель	Mobile preparato con colla	上好胶的家具	接着済みの家具			
Text.Item.MakeshiftCosh	Arma Improvisada	Provisorischer Knüppel	Gourdin de fortune	Arma improvisada	Самодельн. дубинка	Randello di fortuna	临时用短棍	即席こん棒			
Text.Item.MakeshiftRocketThruster	Propulsor Improvisada	Provisorische Raketendüse	Propulseur de fortune	Propulsor improvisado	Самодельный ракетный двигатель	Propulsore di fortuna	临时用火箭推进器	簡易ジェット装置			
Text.Item.MoltenPlastic	Plástico Derretido	Geschmolzenes Plastik	Plastique fondu	Plástico derretido	Расплавл. пластик	Plastica fusa	熔化的塑料	溶けたプラスチック			
Text.Item.MusicWashboard	Tabua de Lavar Musical	Musik-Waschbrett	Planche à laver musicale	Tabla de lavar musical	Музык. стир. доска	Washboard	音乐搓板	演奏用ウォッシュボード			
Text.Item.PaperMache	Papel Machê	Pappmaché	Papier mâché	Papel maché	Папье-маше	Cartapesta	纸模	張り子紙			
Text.Item.Sling	Carregador de Bebê	Schleuder	Lance-pierre	Honda	Канат	Fionda	吊带	パチンコ			
Text.Item.SockMace	Meia de Espancar	Sockenkeule	Chaussette lestée	Calcetín maza	Носок-кистень	Mazza con calzino	袜锤	靴下ハンマー			
Text.Item.ToolHandle	Cabo de Ferramenta	Werkzeuggriff	Poignée d'outil	Mango de herramienta	Ручка инструм.	Manico di attrezzo	工具把手	工具のハンドル			
Text.Item.FinishedFurniture	Móveis Prontos	Fertiges Möbelstück	Meuble terminé	Mueble terminado	Готовая мебель	Mobile finito	制成家具	完成した家具			
Text.Item.WadOfPutty	Massa de Modelar	Stück Knete	Boule de mastic	Montón de masilla	Кусок мастики	Manciata di stucco	油灰团	パテの塊			
Text.Item.ZipLine	Tirolesa	Seilrutsche	Tyrolienne	Tirolina	Зиплайн	Fune sospesa	滑索	ワイヤロープ			
Text.Item.BreathableTrashbag	Saco de Lixo Respirável	Atembare Mülltüte	Sac-poubelle respirant	Bolsa de basura respirable	Воздухопр. мешок д/мус.	Sacco della spazzatura traspirante	透气的垃圾袋	空気穴つきゴミ袋			
Text.Item.Cake	Torta	Kuchen	Gâteau	Tarta	Пирог	Dolce	蛋糕	ケーキ			
Text.Item.CrateCasing	Revestimento de Caixa	Kistenwände	Tour de caisse	Carcasa de caja	Корпус ящика	Involucro di cassa	箱子罩	木のケース			
Text.Item.CrateTop	Tampa de Caixa	Kistendeckel	Couvercle de caisse	Tapa de caja	Крышка ящ.	Parte superiore di cassa	箱子顶	木のフタ			
Text.Item.CrossbowBody	Corpo de Besta	Armbrust-Körper	Support d'arbalète	Cuerpo de ballesta	Ложе арбалета	Corpo di balestra	十字弓身	クロスボウの本体			
Text.Item.CrossbowLathe	Arco de Besta	Armbrust-Wurfarm	Arc d'arbalète	Cuerda de ballesta	Плечо арбалета	Arco di balestra	十字弓车床	クロスボウの弓			
Text.Item.FakeAudioEquipment	Equipamento de Som Falso	Falsche Audioausrüstung	Faux équipement audio	Equipo de sonido falso	Фальш. аудиооборудование	Apparecchio audio finto	仿制音频设备	偽ガンマイク			
Text.Item.FakeFence	Cerca Falsa	Falscher Zaun	Fausse clôture	Valla falsa	Фальш. заграж.	Recinzione finta	仿制篱笆	偽フェンス			
Text.Item.GrappleHead	Cabeça de Lança Gancho	Greifkopf	Tête de grappin	Cabeza de gancho	Захват	Gancio	抓钩头部	フックヘッド			
Text.Item.GunMakerKit	Kit de Arma	Schusswaffen-Bastelset	Pièces de pistolet	Kit de armas	Набор для изгот. оружия	Kit pistola	制枪套件	銃作成キット			
Text.Item.HalfFrameOfGlider	Meia Carcaça do Planador	Halber Gleiterrahmen	Demi cadre de planeur	Medio bastidor de planeador	1/2 каркаса дельтаплана	Metà telaio per aliante	滑翔机半副骨架	グライダーフレーム（半分）			
Text.Item.HalfSlingshotTrebuchetSupportFrame	Quadro de Suporte	Halber Tribok-Unterstützungsrahmen	Demi cadre de trébuchet	Medio bastidor de base de catapulta	Половина подставки под катапульту	Metà telaio per catapulta	半具投石机支撑骨架	投石機のサポートフレームの片方			
Text.Item.HeartRateSlower	Diminuidor de Batimentos Cardíacos	Herzschlag-Verlangsamer	Ralentisseur de rythme cardiaque	Ralentizador de latidos	Замедлитель пульса	Rallentatore di battito cardiaco	心率减慢器	心拍数低下装置			
Text.Item.HiddenCompartment	Compartimento Secreto	Verstecktes Fach	Compartiment secret	Compartimento secreto	Тайник	Scomparto segreto	隐藏隔间	隠し場所			
Text.Item.KeycardCopy	Cartäo Magnético Copiado	Kopierte Schlüsselkarte	Copie de carte magnétique	Tarjeta copiada	Копия ключ-карты	Chiave elettronica copiata	门卡复制品	偽造キーカード			
Text.Item.KeyMould	Molde de chave	Schlüsselform	Moule à clé	Molde de llave	Слепок ключа	Stampo di chiave	钥匙模具	カギの型			
Text.Item.KnuckleDuster	Soco Inglês	Schlagring	Poing américain	Puño americano	Кастет	Tirapugni	指关节套	メリケンサック			
Text.Item.LightweightCutters	Cortador Leve	Leichter Seitenschneider	Pince coupante légère	Cortador ligero	Легкий резак	Taglierino leggero	轻型切割工具	軽量カッター			
Text.Item.LightweightPickaxe	Picareta Leve	Leichte Spitzhacke	Pioche légère	Hacha ligera	Легкая кирка	Piccone leggero	轻型镐	軽量ツルハシ			
Text.Item.LightweightShovel	Pá Leve	Leichte Schaufel	Pelle légère	Pala ligera	Легкая лопата	Pala leggera	轻型铲	軽量シャベル			
Text.Item.MakeshiftDoubleBass	Contrabaixo Improvisado	Provisorischer Kontrabass	Contrebasse de fortune	Contrabajo improvisado	Самодельный контрабас	Contrabbasso di fortuna	临时用低音提琴	手作りコントラバス			
Text.Item.MakeshiftRobotGuardOutfit	Uniforme de Guarda Robô Improvisado	Impro Roboterwärter-Kleidung	Tenue de gardien robot de fortune	Uniforme de guardia robot improvisado	Самодельный костюм робота-охранника	Vesti robo-guardia di fortuna	临时用机器人守卫服装	手作りロボット看守服			
Text.Item.MoltenChoc	Copo de Chocolate Quente	Tasse heiße Schokolade	Tasse de chocolat fondu	Chocolate caliente	Чашка топленого шоколада	Tazzina di cioccolato fuso	杯装热巧克力	ドロドロチョコ入りマグ			
Text.Item.PaddedInmateOutfit	Uniforme de Presidiário Forrada	Gefütterte Häftlingskleidung	Tenue de détenu rembourrée	Uniforme de preso acolchado	Стеганая одежда заключ.	Vestiti da detenuto imbottiti	带护垫的囚犯服装	パッド入り囚人服			
Text.Item.SleepingGas	Lata de Gás para Dormir	Kanister mit Schlafgas	Bombe de gaz soporifique	Lata de gas de sueño	Баллон с усыпляющим газом	Bombola di gas soporifero	催眠气体罐	催眠ガス			
Text.Item.UncookedPie	Torta Crua	Rohe Pastete	Tarte à cuire	Pastel sin hacer	Неиспечен. пирог	Torta non cotta	未烹制的馅饼	未調理のパイ			
Text.Item.WhiteGloves	Luvas Brancas	Weiße Handschuhe	Gants blancs	Guantes blancos	Белые перчатки	Paio di guanti bianchi	一副白手套	白い手袋			
Text.Item.BeautifulPainting	Foto Bonita	Hübsches Gemälde	Tableau de maître	Cuadro bonito	Красивый рисунок	Quadro meraviglioso	漂亮的油画	美しい絵			
Text.Item.CompleteFrameOfGlider	Moldura Deslizante Completa	Fertiger Gleiterrahmen	Cadre complet de planeur	Bastidor de planeador completo	Весь каркас дельтаплана	Telaio per aliante completo	制成的滑翔机骨架	完成したグライダーフレーム			
Text.Item.ContrabandPouch	Saco de Contrabando	Schmuggelware-Beutel	Pochette de contrebande	Bolsa de contrabando	Сумка д/контраб.	Sacca da contrabbando	违禁品袋	禁制品ポーチ			
Text.Item.EnergyModule	Módulo de Energia	Energiemodul	Module énergétique	Módulo de energía	Энергомодуль	Modulo energia	能量模块	動力モジュール			
Text.Item.EscapistsFigurine	Estatueta de Escapista	Escapists-Figur	Figurine des Escapists	Figura de escapista	Статуэтка Escapists	Statuetta fuggiasco	脱逃者小雕像	脱獄者ドール			
Text.Item.FakeKeycard	Cartäo Magnético Falso	Falsche Schlüsselkarte	Fausse carte magnétique	Tarjeta falsa	Фальш. ключ-карта	Chiave elettronica finta	仿制的门卡	偽造キーカード			
Text.Item.FullTrebuchetFrame	Estrutura Completa de Catapulta	Kompletter Tribok-Rahmen	Cadre complet de trébuchet	Estructura de catapulta completa	Весь каркас катапульты	Telaio per catapulta completo	完整的投石机骨架	完全な投石機のフレーム			
Text.Item.MachineReadyShoe	Sapato Pronto para Máquina	Schuhmachermaschine	Chaussure à assembler	Zapato listo para la máquina	Подгот. ботинок	Macchina assembla-scarpe	机械组装鞋	未加工の靴			
Text.Item.MakeshiftBreathingApparatus	Aparelho Respiratório Improvisado	Provisorisches Atemgerät	Appareil respiratoire de fortune	Aparato de respiración improvisado	Самодельный дыхательный аппарат	Autorespiratore di fortuna	临时用呼吸装置	簡易呼吸器			
Text.Item.MakeshiftRaft	Balsa Improvisada	Provisorisches Floß	Radeau de fortune	Balsa improvisada	Самодельный плот	Zattera di fortuna	临时用木筏	手作りイカダ			
Text.Item.MakeshiftSledgehammer	Plataforma Improvisada	Provisorischer Vorschlaghammer	Masse de fortune	Mazo improvisado	Самодельная кувалда	Mazza di fortuna	临时用大锤	簡易スレッジハンマー			
Text.Item.MakeshiftSpear	Lança Improvisada	Provisorischer Speer	Lance de fortune	Lanza improvisada	Самодельный дротик	Lancia di fortuna	临时用长矛	手作りのヤリ			
Text.Item.MakeshiftStungun	Arma de Choque Improvisada	Provisorischer Elektroschocker	Pistolet tranquillisant de fortune	Pistola eléctrica improvisada	Самодельный шокер	Storditore di fortuna	临时用电击枪	手作りスタンガン			
Text.Item.MouldedGun	Pistola Moldada	Gegossene Schusswaffe	Pistolet moulé	Pistola moldeada	Отлитое оружие	Pistola fatta con stampino	模铸枪	成型銃			
Text.Item.Nunchuck	Nunchakus	Nunchaku	Nunchaku	Nunchakus	Нунчаки	Nunchaku	双节棍	ヌンチャク			
Text.Item.PlasticKey	Chave de Plástico	Plastikschlüssel	Clé en plastique	Llave de plástico	Пласт. ключ	Chiave di plastica	塑料钥匙	プラスチックのカギ			
Text.Item.PlatedInmateOutfit	Uniforme de Presidiário com Pratos	Beschichtete Häftlingskleidung	Tenue de détenu plaquée	Uniforme de preso con placas	Усиленная одежда заключ.	Vestiti da detenuto corazzati	带护板的囚犯服装	プレート入り囚人服			
Text.Item.RaftBase	Base de Balsa	Floßboden	Base de radeau	Base de balsa	Основание плота	Base per zattera	木筏底座	イカダの基部			
Text.Item.Sail	Vela	Segel	Voile	Vela	Парус	Vela	帆	帆			
Text.Item.SecurityPass	Passe de Segurança	Sicherheitspass	Pass de sécurité	Pase de seguridad	Пропуск	Pass sicurezza	安保通行证	通行証			
Text.Item.SleepingGasCannister	Lata de Gás para Dormir	Kanister mit Schlafgas	Gaz soporifique	Lata de gas de sueño	Баллон с усыпл. газом	Bombola di gas soporifero	催眠气体罐	催眠ガス			
Text.Item.SturdyCutters	Cortador Pesado	Stabiler Seitenschneider	Pince coupante robuste	Cortador pesado	Прочный резак	Taglierino robusto	坚固的切割工具	丈夫なカッター			
Text.Item.SturdyPickaxe	Picareta Pesada	Stabile Spitzhacke	Pioche robuste	Hacha pesada	Прочная кирка	Piccone robusto	坚固的镐	丈夫なツルハシ			
Text.Item.SturdyShovel	Pá Pesada	Stabile Schaufel	Pelle robuste	Pala pesada	Прочная лопата	Pala robusta	坚固的铲	丈夫なシャベル			
Text.Item.SuperKnuckleDuster	Super Soco Inglês	Toller Schlagring	Super poing américain	Puño americano superior	Суперкастет	Tirapugni super	超级指关节套	スーパーメリケンサック			
Text.Item.SuperSockMace	Super Meia de Espancar	Tolle Sockenkeule	Super chaussette lestée	Calcetín maza superior	Суперкистень из носка	Mazza con calzino super	超级袜锤	スーパー靴下ハンマー			
Text.Item.Whip	Chicote	Peitsche	Fouet	Látigo	Кнут	Frusta	鞭	ムチ			
Text.Item.ZiplineHook	Gancho de Tirolesa	Seilrutschen-Haken	Crochet de tyrolienne	Gancho de tirolina	Крюк для зиплайна	Gancio per fune sospesa	滑索钩	ワイヤロープのフック			
Text.Item.BreakdanceIdle	Pose de Breakdance	Breakdance Pose	Pose breakdance	Pose de breakdance	Брейкданс — пауза	Posa breakdance	闲置霹雳舞	ブレイクダンス像			
Text.Item.CattleProd	Ferräo de Choque 	Viehtreiber	Pique	Picana para ganado	Электрохлыст	Sprone per bestiame	赶牛棒	牛追い棒			
Text.Item.CompleteCrossbow	Arco Completo	Fertige Armbrust	Arbalète complète	Ballesta completa	Завершенный арбалет	Balestra completa	完整的十字弓	完成したクロスボウ			
Text.Item.CompleteTrebuchet	Catapulta Completa	Fertiger Tribok	Trébuchet complet	Catapulta completa	Завершенная катапульта	Catapulta completa	完整的投石机	完成した投石機			
Text.Item.DurableContrabandPouch	Saco de Contrabando Resistente	Stabiler Schmuggelware-Beutel	Pochette de contrebande résistante	Bolsa de contrabando resistente	Прочная сумка для контрабанды	Sacca contrabbando durevole	耐用的违禁品袋	強化禁制品ポーチ			
Text.Item.EnergySword	Espada de Energia	Energieschwert	Épée énergétique	Espada de energía	Энергомеч	Spada energetica	能量剑	エネルギーソード			
Text.Item.FakeGun	Arma falsa	Falsche Schusswaffe	Faux pistolet	Pistola de mentira	Фальш. оруж	Pistola finta	仿制枪	インチキ銃			
Text.Item.GrapplingHook	Lança Gancho	Enterhaken	Crochet de grappin	Gancho de sujeción	Захватный крюк	Rampino	抓钩	投げフック			
Text.Item.MakeshiftGasMask	Máscara de Gás Improvisada	Provisorische Gasmaske	Masque à gaz de fortune	Máscara de gas improvisada	Самодельный респиратор	Maschera antigas di fortuna	临时用防毒面具	簡易ガスマスク			
Text.Item.MimeIdle	Pose de Mimo	Pantomime Pose	Pose mime	Pose de mimo	Мим — пауза	Posa mimo	闲置哑剧	パントマイム像			
Text.Item.Multitool	Multi-Ferramentas	Allzweckwerkzeug	Outil multifonction	Multiherramienta	Унив. инстр.	Multiattrezzo	多用途工具	マルチツール			
Text.Item.SkinnedGlider	Aviäo com TV	Bespannter Gleiter	Planeur avec toile	Planeador con tela	Дельтаплан с парусом	Aliante di tessuto	有外壳的滑翔机	カバー付きグライダー			
Text.Item.SuperBaseballBat	Super Taco de Beisebol	Toller Baseballschläger	Super batte de base-ball	Bate de béisbol superior	Супербита	Mazza da baseball super	超级棒球棍	スーパーバット			
Text.Item.SuperMetalBaton	Super Cassetete de Metal	Toller Metall-Schlagstock	Super matraque en métal	Porra de metal superior	Супердубинка	Manganello di metallo super	超级金属棒	スーパーメタルバトン			
Text.Item.SuperWhip	Super Chicote	Tolle Peitsche	Super fouet	Látigo superior	Суперкнут	Frusta super	超级鞭	スーパームチ			
Text.Item.MakeshiftLadder	Escada Improvisada	Provisorische Leiter	Échelle de fortune	Escalera improvisada	Самодельная лестница	Scala di fortuna	临时用梯子	簡易ハシゴ			
Text.Item.RedKey	Chave Vermelha	Schlüssel (rot)	Clé rouge	Llave roja	Кр. ключ	Chiave rossa	红色钥匙	赤色のカギ			
Text.Item.PurpleKey	Chave Roxa	Schlüssel (lila)	Clé violette	Llave lila	Фиол. ключ	Chiave viola	紫色钥匙	紫色のカギ			
Text.Item.YellowKey	Chave Amarela	Schlüssel (gelb)	Clé jaune	Llave amarilla	Желтый ключ	Chiave gialla	黄色钥匙	黄色のカギ			
Text.Item.CyanKey	Chave Azul	Schlüssel (türkis)	Clé cyan	Llave cian	Бирюз. ключ	Chiave azzurra	青色钥匙	水色のカギ			
Text.Item.GreenKey	Chave Verde	Schlüssel (grün)	Clé verte	Llave verde	Зелен. ключ	Chiave verde	绿色钥匙	緑色のカギ			
Text.Item.PlasticRedKey	Chave de Plástico Vermelha	Plastikschlüssel (rot)	Clé rouge en plastique	Llave de plástico roja	Красн. пласт. ключ	Chiave rossa di plastica	塑料红钥匙	プラのカギ（赤）			
Text.Item.PlasticPurpleKey	Chave de Plástico Roxa	Plastikschlüssel (lila)	Clé violette en plastique	Llave de plástico lila	Фиол. пласт. ключ	Chiave viola di plastica	塑料紫钥匙	プラのカギ（紫）			
Text.Item.PlasticYellowKey	Chave de Plástico Amarela	Plastikschlüssel (gelb)	Clé jaune en plastique	Llave de plástico amarilla	Желтый пласт. ключ	Chiave gialla di plastica	塑料黄钥匙	プラのカギ（黄）			
Text.Item.PlasticCyanKey	Chave de Plástico Azul	Plastikschlüssel (türkis)	Clé cyan en plastique	Llave de plástico cian	Бирюз. пласт. ключ	Chiave azzurra di plastica	塑料青钥匙	プラのカギ（水色）			
Text.Item.PlasticGreenKey	Chave de Plástico Verde	Plastikschlüssel (grün)	Clé verte en plastique	Llave de plástico verde	Зеленый пласт. ключ	Chiave verde di plastica	塑料绿钥匙	プラのカギ（緑）			
Text.Item.RedKeyCard	Cartäo Magnético Vermelho	Schlüsselkarte (rot)	Carte magnétique rouge	Tarjeta roja	Кр. ключ-карта	Chiave elettronica rossa	红色门卡	赤色のキーカード			
Text.Item.PurpleKeyCard	Cartäo Magnético Roxo	Schlüsselkarte (lila)	Carte magnétique violette	Tarjeta lila	Фиол. ключ-карта	Chiave elettronica viola	紫色门卡	紫色のキーカード			
Text.Item.YellowKeyCard	Cartäo Magnético Amarelo 	Schlüsselkarte (gelb)	Carte magnétique jaune	Tarjeta amarilla	Желтая ключ-карта	Chiave elettronica gialla	黄色门卡	黄色のキーカード			
Text.Item.CyanKeyCard	Cartäo Magnético Azul	Schlüsselkarte (türkis)	Carte magnétique cyan	Tarjeta cian	Бирюз. ключ-карта	Chiave elettronica azzurra	青色门卡	水色のキーカード			
Text.Item.GreenKeyCard	Cartäo Magnético Verde	Schlüsselkarte (grün)	Carte magnétique verte	Tarjeta verde	Зелен. ключ-карта	Chiave elettronica verde	绿色门卡	緑色のキーカード			
Text.Item.RedKeyCardCopy	Molde de Cartäo Magnético Vermelho	Schlüsselkarten-Kopie (rot)	Copie de carte magnétique rouge	Copia de tarjeta roja	Копия кр. ключ-карты	Copia chiave elettronica rossa	红色门卡模具	キーカードの型（赤）			
Text.Item.PurpleKeyCardCopy	Molde de Cartäo Magnético Roxo	Schlüsselkarten-Kopie (lila)	Copie de carte magnétique violette	Copia de tarjeta lila	Копия фиол. ключ-карты	Copia chiave elettronica viola	紫色门卡模具	キーカードの型（紫）			
Text.Item.YellowKeyCardCopy	Molde de Cartäo Magnético Amarelo	Schlüsselkarten-Kopie (gelb)	Copie de carte magnétique jaune	Copia de tarjeta amarilla	Копия желтой ключ-карты	Copia chiave elettronica gialla	黄色门卡模具	キーカードの型（黄）			
Text.Item.CyanKeyCardCopy	Molde de Cartäo Magnético Azul	Schlüsselkarten-Kopie (türkis)	Copie de carte magnétique cyan	Copia de tarjeta cian	Копия бирюз. ключ-карты	Copia chiave elettronica azzurra	青色门卡模具	キーカードの型（水色）			
Text.Item.GreenKeyCardCopy	Molde de Cartäo Magnético Verde	Schlüsselkarten-Kopie (grün)	Copie de carte magnétique verte	Copia de tarjeta verde	Копия зелен. ключ-карты	Copia chiave elettronica verde	绿色门卡模具	キーカードの型（緑）			
Text.Item.KeyMouldRed	Molde de Chave Vermelha	Schlüsselform (rot)	Moule à clé rouge	Molde de llave roja	Слепок кр. ключа	Stampo di chiave rossa	红色钥匙模具	カギの型（赤）			
Text.Item.KeyMouldPurple	Molde de Chave Roxa	Schlüsselform (lila)	Moule à clé violette	Molde de llave lila	Слепок фиол. ключа	Stampo di chiave viola	紫色钥匙模具	カギの型（紫）			
Text.Item.KeyMouldYellow	Molde de Chave Amarela	Schlüsselform (gelb)	Moule à clé jaune	Molde de llave amarilla	Слепок желт. ключа	Stampo di chiave gialla	黄色钥匙模具	カギの型（黄）			
Text.Item.KeyMouldCyan	Molde de Chave Azul	Schlüsselform (türkis)	Moule à clé cyan	Molde de llave cian	Слепок бирюз. ключа	Stampo di chiave azzurra	青色钥匙模具	カギの型（水色）			
Text.Item.FakeRedKeyCard	Cartäo Magnético Vermelho Falso	Falsche Schlüsselkarte (rot)	Fausse carte magnétique rouge	Tarjeta roja falsa	Фальш. кр. ключ-карта	Chiave elettronica rossa finta	仿制的红色门卡	偽造キーカード（赤）			
Text.Item.FakePurpleKeyCard	Cartäo Magnético Roxo Falso	Falsche Schlüsselkarte (lila)	Fausse carte magnétique violette	Tarjeta lila falsa	Фальш. фиол. ключ-карта	Chiave elettronica viola finta	仿制的紫色门卡	偽造キーカード（紫）			
Text.Item.FakeYellowKeyCard	Cartäo Magnético Amarelo Falso	Falsche Schlüsselkarte (gelb)	Fausse carte magnétique jaune	Tarjeta amarilla falsa	Фальш.я желтая ключ-карта	Chiave elettronica gialla finta	仿制的黄色门卡	偽造キーカード（黄）			
Text.Item.FakeCyanKeyCard	Cartäo Magnético Azul Falso	Falsche Schlüsselkarte (türkis)	Fausse carte magnétique cyan	Tarjeta cian falsa	Фальш. бирюз. ключ-карта	Chiave elettronica azzurra finta	仿制的青色门卡	偽造キーカード（水色）			
Text.Item.FakeGreenKeyCard	Cartäo Magnético Roxo Falso	Falsche Schlüsselkarte (lila)	Fausse carte magnétique violette	Tarjeta lila falsa	Фальш. фиол. ключ-карта	Chiave elettronica viola finta	仿制的紫色门卡	偽造キーカード（緑）			
Text.Item.VentCover	Tampa de Grade	Lüftungsdeckel	Bouche d'aération	Cubierta de rejilla	Крышка вент. шахты	Copertura condotto d'aria	通风口盖	ダクトカバー			
Text.Item.DummiesGuide	Manual de Voo	Flughandbuch	Manuel de vol	Manual de vuelo	Руков. по полету	Manuale di volo	飞行手册	飛行マニュアル			
Text.Item.RockHammer	Martelo de Pedra	Presslufthammer	Marteau de géologue	Martillo de roca	Альпеншток	Martello da roccia	石锤	ロックハンマー			
Text.Item.MedicOutfit	Uniforme de Médico	Sanitäter-Kleidung	Tenue de médecin	Uniforme de médico	Одежда медика	Vestiti da medico	医生服装	医務官の服			
Text.Item.JuicyWorm	Verme Suculento	Saftiger Wurm	Ver juteux	Gusano jugoso	Дожд. червяк	Verme succoso	多汁的虫子	ぶっといミミズ			
Text.Item.HardHat	Capacete de Obra	Schutzhelm	Casque de chantier	Casco de obra	Каска	Elmetto	硬帽子	ヘルメット			
Text.Item.Salmon	Salmäo	Lachs	Saumon	Salmón	Лосось	Salmäoe	鲑鱼	シャケ			
Text.Item.FishingRod	Vara de Pescar	Angel	Canne à pêche	Caña de pescar	Удочка	Canna da pesca	鱼竿	釣り竿			
Text.Item.ReadiedFishingRod	Vara de Pescar Preparada	Bereitgemachte Angel	Canne à pêche prête	Caña de pescar preparada	Подготовленная удочка	Canna da pesca preparata	应急用鱼竿	エサ付きの釣り竿			
Text.Item.Pearls	Pérolas	Perlen	Perles	Perlas	Жемчуг	Perle	珍珠	真珠			
Text.Item.DolphinTooth	Dente de Golfinho	Delfinzahn	Dent de dauphin	Diente de delfín	Зуб дельфина	Dente di delfino	海豚牙齿	イルカの歯			
Text.Item.SeaSicknessBand	Fita para Tortura	Band gegen Seekrankheit	Bracelet anti-mal de mer	Cinta para mareo	Браслет от укачивания	Cerotto per il mal di mare	晕船带	酔い止めバンド			
Text.Item.CompleteShoe	Sapato Completo	Fertiger Schuh	Chaussure complète	Zapato completo	Целый ботинок	Scarpa completa	完整的鞋	完成した靴			
Text.Item.PairOfShoes	Sapatos	Schuhe	Chaussures	Par de zapatos	Ботинки	Paio di scarpe	一双鞋	一足の靴			
Text.ItemTooltip.Armour	Armadura	Rüstung	Armure	Armadura	Защита	Armatura	护甲	防具			
Text.ItemTooltip.Weapon	Arma	Waffe	Arme	Arma	Оружие	Arma	武器	武器			
Text.ItemTooltip.Tool	Ferramenta	Werkzeug	Outil	Herramienta	Инструмент	Attrezzo	工具	工具			
Text.ItemTooltip.Component	Componente	Zutat	Composant	Componentee	Компонент	Componentee	部件	材料			
Text.ItemTooltip.Consumable	Consumível	Zum Verbrauchen	Consommable	Consumible	Расходник	Consumabile	消耗品	消耗品			
Text.ItemTooltip.Con_AddEnergy	Aumentar a Energia 	Erhöht Energie	Augmente l'énergie	Aumenta la energía	Увеличивает энергию	Aumenta energia	增加能量	スタミナ回復			
Text.ItemTooltip.Con_AddHealth	Aumentar a Saúde	Erhöht Gesundheit	Augmente la santé	Aumenta la salud	Увеличивает здоровье	Aumenta salute	增加生命值	ライフ回復			
Text.ItemTooltip.Outfit	Uniforme	Kleidung	Tenue	Uniforme	Одежда	Vestiti	服装	服			
Text.Item.MailbagBlue	Mala Postal Azul	Postsack (blau)	Sac de courrier bleu	Bolsa de correo azul	Син. почт. сумка	Borsa postale blu	蓝色邮袋	郵便袋（青）			
Text.Item.MailbagGreen	Mala Postal Verde	Postsack (grün)	Sac de courrier vert	Bolsa de correo verde	Зелен. почт. сумка	Borsa postale verde	绿色邮袋	郵便袋（緑）			
Text.Item.MailbagRed	Mala Postal Vermelha	Postsack (rot)	Sac de courrier rouge	Bolsa de correo roja	Кр. почт. сумка	Borsa postale rossa	红色邮袋	郵便袋（赤）			
Text.Item.WeakBaton	Cassetete Almofadado	Gepolsterter Schlagstock	Matraque capitonnée	Porra acolchada	Мягкая дубинка	Manganello imbottito	带垫子的短棍	パッド入り警棒			
Text.Item.ColouredBox	Caixa Colorida	Farbige Schachtel	Boîte colorée	Caja pintada	Цветная коробка	Scatola colorata	带色盒子	カラーボックス			
Text.Item.Harmonica	Harmônica	Harmonika	Harmônica	Armónica	Губн. гарм.	Armonica	口琴	ハーモニカ			
Text.Item.InflatableAlien	ET Inflável	Aufblasbares Alien	Extraterrestre gonflable	Extraterrestre inflable	Надувной пришелец	Alieno gonfiabile	充气外星人	風船エイリアン			
Text.Item.KeyMouldGreen	Molde de Chave Verde 	Schlüsselform (grün)	Moule à clé verte	Molde de llave verde	Слепок зел. ключа	Stampo di chiave verde	绿色钥匙模具	カギの型（緑）			
Text.Item.Microchip	Microchip	Mikrochip	Puce électronique	Microchip	Микрочип	Microchip	芯片	マイクロチップ			
Text.Item.MissileKeyring	Chaveiro de Mísseis	Geschoss-Schlüsselanhänger	Porte-clés missile	Llavero de misil	Метательный брелок	Portachiavi missile	导弹钥匙圈	ミサイルキーホルダー			
Text.Item.ThePeoplesFlag	A Bandeira das Pessoas	Die Fahne der Menschen	Drapeau du peuple	Bandera de las Personas	Народный флаг	La bandiera del popolo	人民的旗帜	人民の旗			
Text.Item.Probe	Sonda	Sonde	Sonde	Sonda	Датчик	Sonda	探针	プローブ			
Text.Item.DolphinBook	Livro de Como Falar a Língua dos Golfinhos	Buch: „Delfinisch für Anfänger“	Livre pour parler aux dauphins	Libro Cómo hablar el idioma delfín	Книга «Дельфиний разговорник»	Libro: Come parlare ai delfini	《海豚语指导书》	「イルカと話すには」の本			
Text.Item.BookOfHappiness	Livro da Felicidade	Buch des Glücks	Livre du bonheur	Libro de la felicidad	Книга счастья	Libro della felicità	《幸福之书》	幸福の書			
Text.EquipmentStat.N/A	N/A	N/A	S/O	N/D	Н/Д	N/A	无	なし			
Text.EquipmentStat.Damage.Low	Baixo	Niedrig	Légers	Bajo	Низк.	Bassi	低	低			
Text.EquipmentStat.Damage.Medium	Médio	Mittel	Moyens	Medio	Средн.	Medi	中	中			
Text.EquipmentStat.Damage.High	Alto	Hoch	Lourds	Alto	Высок.	Alti	高	高			
Text.EquipmentStat.AttackSpeed.Low	Baixo	Niedrig	Faible	Bajo	Низк.	Bassa	低	低			
Text.EquipmentStat.AttackSpeed.Medium	Médio	Mittel	Moyenne	Medio	Средн.	Media	中	中			
Text.EquipmentStat.AttackSpeed.High	Alto	Hoch	Élevée	Alto	Высок.	Alta	高	高			
